ORDER_ID,on.time,in_full,OTIF
FMR315321502,0.0,1.0,
ID_FMR315520402,0.0,1.0,0.0
ID_FMR317520403,0.0,1.0,0.0
FMR315520401,0.0,1.0,0.0
FMR316503402,0.0,-1.0,0.0 units
FMR315503201,0.0,1.0,0.0
FMR315503302,0.0,1.0,0.0
FMR316621303,0.0,1.0 units,0.0
FMR317621401#@$,0.0,1.0,0.0
FMR316621103,0.0,1.0,0.0
FMR315101303,0.0,1.0,0.0
FMR316703203,0.0,1.0,0.0
FMR317703603,-1.0,1.0,0.0
FMR316220301,0.0,1.0,0.0
FMR316220201,0.0,1.0,0.0
FMR315401401,0.0,1.0,0.0
FMR315402103,,1.0,0.0
ID_  FMR317403403  ,0.0,1.0,0.0 units
ID_NULL,0.0,1.0 units,0.0
ID_FMR317702202,0.0,1.0 units,0.0
FMR315522503,0.0,1.0,0.0
FMR315522201,0.0,1.0 units,0.0 units
NULL#@$,0.0,1.0,0.0
FMR315521403,0.0,1.0 units,0.0
FMR315521503,0.0,1.0 units,0.0
FMR315121203,0.0,1.0,0.0
  FMR315121503  ,0.0,1.0 units,0.0
FMR315121602,0.0,-1.0,0.0
FMR316121202,0.0,,0.0
FMR317420403,0.0,1.0,0.0
FMR316402601,1.0,1.0,1.0
FMR315402503,-1.0 UNITS,1.0 units,1.0
ID_FMR315622602#@$,1.0,1.0 units,1.0
FMR316622103,1.0,1.0,1.0
FMR317221203#@$,-1.0,1.0,1.0
Fmr315221401,1.0,1.0,1.0 units
FMR317221303,1.0,1.0,1.0
ID_FMR315721203,1.0,1.0,1.0 units
FMR317721102,1.0,1.0 units,1.0
FMR315320503,1.0,1.0 units,1.0 units
fmr316320401,1.0,1.0,1.0
FMR315503403,1.0,1.0,1.0
FMR316503401#@$,1.0,1.0,1.0
FMR316501203,1.0,1.0,1.0 units
fmr317501402,1.0,1.0,1.0
FMR315501601,1.0,1.0,1.0
ID_FMR317401603,1.0,-1.0 UNITS,1.0
FMR315720501,1.0,1.0 units,1.0
FMR317720101,1.0,1.0,1.0
FMR316720603,1.0,1.0 units,1.0
FMR315720401,1.0,1.0,1.0
FMR317902301,1.0,1.0,1.0
FMR315902201,1.0,Nan Units,1.0
,1.0,1.0,1.0
FMR317220603,1.0,1.0,-1.0
FMR316621203,1.0,1.0,1.0
FMR317621102#@$,1.0,1.0,1.0
FMR315101501,1.0,1.0,
id_fmr316101501,1.0,1.0,1.0
id_    ,1.0,1.0,1.0
  FMR316203401  ,,1.0,1.0
FMR315203602#@$,1.0,1.0,1.0
ID_FMR316102503,1.0,1.0,1.0
fmr316301502#@$,1.0,1.0,1.0
FMR315301501,1.0,1.0,1.0
FMR316201502,1.0,1.0,1.0
FMR316201401#@$,1.0,1.0,1.0
fmr317420602,1.0,1.0,1.0
FMR316420401,1.0,,1.0
  N/A  ,1.0,1.0,1.0
FMR316121601,1.0,1.0,1.0
  FMR316121501  ,1.0,1.0,1.0
    ,1.0 units,1.0,1.0
FMR316422402,1.0,1.0,1.0
Fmr316422101,1.0,1.0,1.0
FMR317521101,1.0,1.0,1.0
FMR317122403,1.0,1.0,1.0
ID_FMR315122301,1.0,1.0,1.0
FMR316403603,1.0,1.0,1.0
FMR316202503,1.0,1.0,1.0
id_fmr315202602,1.0,1.0 UNITS,1.0
FMR317202202,1.0,1.0,1.0
FMR315303501,1.0,1.0 units,1.0
FMR315603403,1.0,1.0,1.0
FMR316603602,1.0,1.0,1.0
FMR317603401,1.0,1.0,1.0
FMR317103601,1.0,0.0,0.0
FMR316103201,1.0 units,0.0,0.0
N/A,1.0,0.0 units,0.0
ID_FMR318903401,1.0,0.0,0.0
FMR316903603,1.0,0.0,0.0
FMR317702502,1.0,0.0,-1.0
FMR318702501,1.0 units,0.0,0.0
Fmr316702601#@$,1.0,0.0,0.0
ID_FMR318601303,1.0,0.0,0.0
FMR317601603,1.0,0.0,0.0
FMR316601602,1.0,0.0,0.0
FMR317301503,1.0,0.0,0.0
FMR318301601,1.0 units,0.0 units,0.0
FMR316203502,1.0,0.0,0.0
Fmr318621502,1.0,0.0,0.0
FMR317621303,1.0,0.0,0.0 Units
FMR317621501,1.0,0.0,0.0 units
FMR316101603,1.0,0.0,0.0
NULL,1.0,0.0,0.0 units
FMR316902202,1.0,0.0 units,0.0
,1.0,0.0,0.0
FMR317902502,1.0,0.0,0.0
FMR316201503,1.0,0.0,0.0 units
FMR317202502,1.0,0.0,0.0
FMR316202603,1.0,0.0,0.0
FMR318202601,1.0,0.0,0.0
FMR318202603,1.0,0.0,
FMR318402201,1.0,0.0,0.0
FMR317402602,1.0,0.0,0.0
Fmr317720503,1.0,0.0,0.0
FMR316720201,1.0 Units,-1.0,0.0
ID_FMR317221302,,0.0,0.0
FMR316221501,1.0,0.0,0.0
Fmr317703601,1.0,0.0,0.0
FMR317401103,1.0,0.0,0.0
Fmr318622602,1.0,0.0,0.0
FMR317622603,1.0,-1.0,
FMR316320601,1.0,0.0,0.0
FMR318721603,1.0,0.0,0.0
  FMR317721103  ,,0.0,0.0
FMR317122503,1.0,0.0,0.0
FMR318122101,,0.0,0.0
FMR317220501,1.0,0.0 units,0.0
FMR318520602#@$,1.0 units,0.0,-1.0
Fmr317520303,1.0,0.0,0.0
FMR316501103,1.0,0.0,
Fmr318503603#@$,1.0,0.0,0.0
FMR316503603,-1.0,0.0,0.0
FMR318603403,1.0 units,0.0,0.0 units
FMR316403402,1.0,0.0,0.0 units
FMR316421103,1.0,0.0,0.0
FMR318303401,1.0,0.0,0.0
FMR316521403#@$,,0.0,0.0
FMR318121503,1.0,0.0,0.0
FMR317121402#@$,1.0,0.0,0.0
FMR318522502,1.0,0.0,0.0
FMR317522402,1.0,0.0 units,0.0
fmr316422201,1.0,0.0,0.0
FMR316303101,0.0,0.0,0.0
FMR317102603,0.0,0.0,0.0
FMR318720502#@$,0.0,0.0,0.0
FMR316221402,,NAN UNITS,0.0
FMR318221403,0.0,nan units,0.0
  FMR318601401  ,0.0,0.0,0.0
FMR316521203,0.0,0.0,0.0
NULL,0.0,0.0,0.0
FMR318522503#@$,0.0,0.0,0.0
fmr317422401,0.0,0.0,0.0
fmr318422603,0.0,0.0,0.0 units
FMR318422102,0.0,0.0,0.0
FMR318422202,0.0,0.0,0.0
Fmr316422401,,0.0,0.0 units
FMR316121302,0.0,0.0,0.0
  FMR317121501  ,-1.0,0.0,0.0
  FMR316420402  ,0.0,,-1.0
FMR316420201#@$,0.0,0.0 units,0.0
FMR317520602,0.0,0.0 units,0.0
FMR318520501,0.0,0.0,0.0
fmr318520103,0.0,0.0,0.0
FMR317421503,0.0,0.0,0.0
FMR317421303,0.0,0.0,
ID_FMR318421603,0.0,0.0,0.0 units
FMR318421401,0.0,-1.0,0.0
ID_FMR316122603,0.0,0.0,0.0
FMR317122201,0.0,0.0,0.0
ID_FMR317122601,0.0 UNITS,0.0,0.0
FMR318122601,0.0,0.0,0.0 units
FMR316122103,0.0,0.0,0.0
FMR317422601,0.0,-1.0 units,0.0
N/A,0.0,1.0,0.0
FMR318102503,,1.0,0.0
  FMR316102602  ,0.0,1.0,0.0
FMR318102401,0.0,,
FMR317122203,0.0,1.0 units,0.0 units
ID_FMR316303503,0.0,1.0,0.0
fmr318303503,0.0,1.0,0.0
FMR316320302,0.0 UNITS,1.0,0.0
FMR317603403,0.0,1.0,0.0
N/A,0.0,1.0,0.0
FMR318203301,0.0,1.0,0.0
FMR317203101,,1.0 UNITS,-1.0
Fmr317203202,0.0,1.0,0.0
FMR317721402,0.0,1.0,-1.0
FMR317321501,0.0,1.0,0.0
  fmr318321603  ,0.0,1.0,0.0
FMR318221101,0.0 Units,1.0,0.0
FMR317503103,0.0,1.0,0.0
    ,0.0,1.0 units,0.0
FMR318621602,0.0,1.0,0.0
FMR316621302,0.0,1.0,0.0
FMR318902501,0.0,1.0,-1.0
FMR316101601,0.0,1.0,0.0
FMR318220502,0.0,1.0,0.0
FMR316401602,0.0,1.0,0.0
FMR318402602,0.0 units,1.0,0.0
FMR317403103#@$,0.0,1.0,0.0
FMR318103503,0.0,1.0,0.0
FMR317522203,0.0,1.0,0.0
FMR316522401,0.0,-1.0,0.0 units
FMR317522503#@$,0.0,1.0,0.0
FMR317522202,0.0,1.0,0.0
FMR318522103,0.0,1.0,0.0
FMR317521603,0.0 units,1.0,0.0
FMR317521501,0.0,1.0,0.0
FMR318121601,0.0 units,1.0 units,0.0
FMR316121103,nan units,1.0,0.0
ID_FMR317420601,,1.0,0.0
FMR318420501,0.0,1.0,0.0
FMR318420103,0.0,1.0,0.0 units
FMR318402603#@$,1.0,1.0 units,1.0
FMR316402501#@$,1.0,,1.0
FMR316622502,1.0,1.0,1.0
ID_FMR318622503,1.0,1.0,-1.0
FMR316221303,1.0,1.0,1.0
ID_  FMR318721102  ,1.0,1.0,1.0
  FMR317721502  ,1.0,-1.0,1.0
fmr316721603,1.0,1.0,1.0
FMR318320602#@$,1.0,1.0,1.0
Fmr316320602,1.0,1.0,1.0
FMR317503203,1.0,1.0,1.0
FMR317503403,1.0,1.0,1.0
ID_FMR318501603,1.0,1.0,1.0
FMR317501302,1.0,1.0,1.0
FMR317401503,1.0,-1.0,1.0
ID_  FMR316401603  ,,1.0,1.0
n/a,1.0,1.0,
FMR316720303#@$,1.0,1.0,1.0
FMR318220503#@$,1.0,1.0,1.0
FMR316621602#@$,1.0 units,-1.0,1.0
N/A,1.0,1.0,1.0
FMR318101303,1.0,1.0,1.0
FMR317321203#@$,1.0,1.0,1.0
ID_FMR316321502,1.0,1.0,1.0
FMR318321501,1.0,nan units,1.0
fmr317203303,1.0,1.0,1.0
  FMR316102302  ,,1.0,1.0
NULL,1.0,1.0,1.0
FMR316301403,1.0,1.0,1.0 units
FMR317201603,1.0,1.0,1.0
Fmr317420603,1.0,1.0 units,1.0
FMR316121102,1.0,1.0,1.0
ID_FMR316121303,1.0,1.0,1.0
FMR317422103,-1.0,1.0,1.0
N/A,1.0,1.0,1.0
ID_FMR317521303,1.0,1.0,1.0
FMR316122403,1.0,1.0,-1.0
FMR316122101,1.0,1.0,1.0
FMR318403303,1.0,1.0,1.0
Fmr316303603,1.0,1.0,1.0
fmr317303501#@$,1.0,1.0,1.0
FMR317703102,1.0,1.0,1.0
FMR316703302,1.0,1.0,1.0
FMR318703302,1.0,nan units,1.0
FMR317603602,1.0,1.0,1.0
null,1.0,1.0,1.0
FMR317103603,1.0 UNITS,0.0,0.0 units
FMR319103201,1.0,0.0,-1.0
FMR319103601,1.0,0.0,-1.0
FMR317903601,1.0,0.0,0.0
ID_FMR319903601#@$,1.0,0.0,0.0 units
FMR319702301#@$,1.0,0.0,0.0
FMR317702601,1.0,0.0,0.0
FMR317702403,1.0 units,0.0,0.0
fmr319702302#@$,1.0,0.0,0.0
  FMR319601502  ,1.0,0.0,0.0
  FMR318601403  ,1.0,0.0,0.0
fmr317601301,1.0 units,0.0,0.0
FMR318301502,1.0,0.0,0.0
n/a,1.0,0.0,0.0
,1.0,0.0,0.0
FMR319101402,1.0,0.0,0.0 units
FMR319101202,1.0,0.0,0.0 units
FMR317101603,1.0,0.0,0.0
FMR317102602,1.0,0.0,0.0
FMR319102603,1.0,0.0,0.0
Fmr319102503,1.0,0.0,0.0 units
,1.0,0.0,0.0
FMR319201402,1.0,0.0,0.0
ID_FMR318201501,1.0 units,0.0,0.0
FMR317202501,1.0,0.0,0.0
FMR318202403,-1.0,0.0,0.0
FMR318202602,-1.0,0.0,0.0
,1.0 units,,
FMR317402503,-1.0,0.0,0.0
  FMR318221501  ,1.0,0.0 UNITS,0.0
FMR317221601,1.0,0.0,0.0
FMR318703402,1.0,0.0,0.0
Fmr319703603,1.0,0.0,0.0
FMR317401302,1.0,0.0,0.0
FMR317622601,1.0,0.0,-1.0
FMR318320603,1.0,0.0,0.0
,1.0,0.0,0.0
FMR318721602,1.0 units,0.0,0.0
FMR319122402,1.0,0.0 units,0.0
,1.0 units,0.0,0.0
  FMR317501603  ,1.0,0.0,0.0
FMR319501603,1.0,0.0,0.0
FMR318503302#@$,1.0,0.0,0.0
  FMR319603403  ,1.0,0.0,
FMR319421602,1.0,0.0,0.0
FMR317421602,1.0,0.0,0.0
ID_FMR318303601,1.0,0.0,0.0
FMR319303601,1.0,0.0,0.0
  fmr317121503  ,1.0,0.0,-1.0 units
FMR317420402,1.0 units,0.0,0.0
FMR319201403#@$,,0.0,0.0
FMR319220503,0.0,0.0,0.0
ID_  FMR319101601  ,0.0,0.0,0.0
ID_FMR318303202,0.0,0.0,0.0
FMR319703202#@$,0.0,0.0,0.0
FMR319402401,0.0,,0.0
ID_FMR319721603,0.0,0.0,0.0
NULL,0.0,0.0,0.0
FMR317503602,0.0,0.0,0.0
FMR319503602,0.0,0.0,0.0
  FMR317521402  ,0.0,0.0,0.0
FMR318521202#@$,,0.0,0.0
ID_FMR318522602,0.0,0.0,0.0
fmr318522603,0.0,0.0,0.0
FMR318522501,0.0,0.0,0.0
FMR317422603,0.0,0.0,0.0
  FMR319121203  ,0.0,0.0,0.0 units
  FMR317121102  ,0.0,0.0,0.0
N/A,0.0,0.0,0.0
FMR319420102,0.0,0.0,0.0
FMR318520603,0.0,nan units,0.0
FMR317520502,0.0,0.0,0.0
FMR318520403,0.0,0.0,0.0
N/A,0.0,0.0,0.0
FMR318421203,0.0,0.0,0.0
fmr319421603,0.0,0.0,-1.0
ID_FMR319421301,0.0,0.0,-1.0
FMR319122501,0.0,0.0,0.0
FMR318422201,0.0 Units,1.0,0.0
FMR318422101,0.0,1.0,
NULL,0.0,1.0,0.0
FMR318102603,0.0,1.0,0.0
FMR318122402,0.0,1.0,0.0
FMR317720103,0.0,1.0,0.0
FMR317303201,nan units,,0.0
ID_FMR317303601#@$,-1.0,1.0,0.0
FMR318603503,-1.0,1.0,0.0 units
  FMR317203403  ,0.0,1.0 units,nan units
  FMR319321203  #@$,0.0 units,1.0,0.0
FMR318321401,,1.0,0.0
FMR318202501,0.0,1.0,0.0
FMR318621603,0.0,1.0,0.0
fmr319902102,-1.0 units,1.0,
ID_FMR317501602,0.0,1.0,0.0
FMR319703403,-1.0,1.0,0.0
FMR318220203,0.0,1.0,0.0 units
FMR317401301,0.0,-1.0,0.0
FMR317402403#@$,0.0,1.0,-1.0
ID_FMR318903503,0.0,1.0,0.0
FMR317522103,0.0 units,1.0,0.0
FMR318521102,0.0,1.0,0.0
FMR317521302,0.0 units,1.0,0.0
N/A,0.0,1.0,0.0
FMR317521202#@$,0.0,1.0,0.0
fmr319121403,0.0,1.0,0.0
FMR319121601,0.0,1.0,0.0
FMR318121303,0.0 units,1.0,0.0
  FMR317121103  ,0.0,1.0,0.0
FMR317420101,0.0,1.0,0.0
FMR318402501,1.0,1.0,1.0
ID_FMR319622501,1.0,-1.0,1.0
FMR318622202#@$,1.0,1.0,1.0
FMR318221503,1.0,1.0,1.0
ID_  FMR317221602  ,1.0,1.0,1.0
fmr319221101#@$,-1.0,1.0 UNITS,1.0
FMR317721503,1.0,1.0,1.0
ID_FMR319320502,1.0,1.0,1.0
  fmr317320603  ,1.0,1.0,1.0
Fmr319503402,1.0,1.0,1.0
FMR317503601,1.0,1.0,1.0
FMR318501503,1.0,1.0,1.0 units
FMR318401202,1.0,1.0,1.0
FMR319401103,1.0 units,1.0,1.0
FMR318720503,1.0,1.0,1.0 units
FMR317720602,1.0 units,1.0,1.0
    ,1.0,1.0,1.0
FMR319720103,1.0,1.0,1.0
fmr318902503,1.0,1.0,1.0
  FMR317902501  ,1.0,1.0,1.0
FMR319220602,1.0,1.0,1.0
FMR317220601,1.0,1.0,1.0
FMR318220103#@$,1.0,,1.0
NULL,1.0 units,1.0,1.0
FMR318621503,1.0,1.0,1.0
FMR317621201,1.0,1.0,1.0 UNITS
FMR317621603,1.0,1.0,1.0
FMR317101201,1.0,1.0,1.0
FMR317321403,1.0,1.0,1.0
FMR317321602#@$,1.0,1.0,1.0 units
FMR318321201,1.0,1.0,1.0
FMR319321602,,1.0,1.0
FMR317203603,1.0,-1.0,1.0
ID_FMR319203603,-1.0 units,1.0,
FMR319203602,1.0,1.0,1.0
FMR318102502,1.0,,1.0
FMR317301601,1.0,1.0,1.0
FMR319301302,1.0,1.0 units,1.0
FMR318420502,1.0,1.0,1.0
fmr317420503,1.0,1.0,1.0 units
ID_FMR319420602,1.0,1.0,1.0
FMR319121302,1.0,1.0,1.0
FMR317522502,1.0,,1.0
FMR319522302,1.0,1.0,1.0
FMR317522603,1.0,1.0,-1.0
FMR319521201,1.0,1.0,1.0
ID_FMR318702402,1.0,1.0,1.0
ID_FMR318103203,1.0,1.0 units,1.0 units
FMR318403603,1.0 units,1.0,1.0
FMR319403402#@$,1.0,1.0,1.0
FMR319403403,1.0,,1.0
FMR317403602,1.0,1.0,1.0
FMR318403602,1.0,1.0,1.0
FMR319202302,1.0,1.0,1.0
FMR317303303,1.0,-1.0,1.0
  Fmr318603203  ,1.0,1.0,1.0
ID_FMR317603103,1.0 units,1.0,1.0
FMR320103203,1.0,0.0,0.0
FMR319103602,1.0,0.0,0.0
FMR318903403,1.0,0.0,0.0
Fmr320903402,-1.0,0.0,0.0
ID_FMR319903603#@$,1.0,0.0,0.0
FMR320903302,1.0,0.0,0.0
FMR318702503,1.0 units,0.0,0.0 units
FMR319702501,1.0,0.0,0.0
ID_FMR319601403,1.0,0.0,0.0
FMR319601501,-1.0,0.0,0.0
,1.0,0.0,0.0
FMR320601302,1.0,0.0,0.0
ID_FMR320301601,1.0,0.0 units,0.0
FMR319301602,1.0,nan units,0.0
FMR320203302,1.0,0.0,0.0
FMR319203401,1.0,0.0,0.0
  FMR318621601  ,1.0,0.0,0.0
FMR318101602,1.0,0.0,0.0
FMR320102501,1.0,-1.0,0.0
FMR319902301,1.0,0.0,0.0
FMR319201302,1.0,,0.0
FMR318202203,,0.0,0.0
FMR320321103,-1.0,0.0,0.0
FMR318402402,1.0,0.0,0.0
ID_FMR320402601,1.0,0.0,0.0
ID_FMR318720303,1.0,0.0 units,0.0
FMR320720101,1.0,0.0,0.0
FMR318221502#@$,1.0,0.0,0.0
  FMR320221303  #@$,1.0,0.0,0.0
N/A,1.0,0.0,0.0 units
Fmr320703402#@$,1.0,0.0,0.0
FMR318703601#@$,1.0 Units,0.0,0.0
FMR318401601,1.0,0.0,0.0
ID_FMR319401502,1.0,0.0 units,0.0
FMR318622502,1.0,0.0 units,0.0
FMR319622603,1.0,0.0,0.0
FMR320622601#@$,1.0,0.0,0.0
fmr318320501,1.0 units,0.0,0.0
NULL,,0.0,0.0 units
  FMR319122403  ,1.0 units,0.0,0.0
FMR320220603,1.0,0.0,0.0
FMR320501602,1.0,0.0,0.0
FMR319501502,1.0,0.0,0.0
FMR320503503,1.0,0.0,0.0
FMR318603502,1.0,0.0,0.0
FMR320403503,1.0,0.0,0.0
FMR318303602,1.0,0.0,0.0
FMR320522603,1.0 units,0.0,0.0
FMR319422501,1.0,-1.0,0.0
Fmr319422101,1.0,0.0,0.0
FMR318203102,0.0,0.0,0.0
FMR318220302,0.0 units,0.0,0.0
Fmr318902302,0.0,0.0,0.0
FMR318220501,0.0,0.0,0.0
  NULL  ,0.0,0.0,0.0
FMR320102402,0.0,,0.0
NULL,0.0,0.0,0.0 units
FMR319503202,0.0,0.0 units,0.0 units
FMR318103102,0.0,0.0,0.0
FMR320103502,nan units,0.0,0.0
FMR319521103,0.0,0.0,0.0
N/A,0.0,0.0,0.0
  FMR320522301  ,0.0,0.0,0.0
FMR319121501,0.0 units,0.0,0.0
FMR318420302,0.0,0.0 units,0.0
ID_FMR319420601,0.0,0.0,0.0
  FMR319520203  ,0.0 units,0.0,0.0
FMR320520601,0.0,0.0,0.0
,0.0,0.0,0.0
FMR318520202,0.0 units,0.0,0.0
FMR318421602,0.0 units,0.0,0.0
FMR319421601,0.0 units,0.0,0.0
fmr319421501,,0.0,0.0
FMR318421303,0.0,0.0,-1.0 units
#@$,0.0 units,0.0,0.0
FMR318122602,0.0 units,0.0,0.0 units
FMR318122401,0.0 units,-1.0,0.0
ID_FMR318122103,0.0,0.0,0.0
FMR319122103,0.0,0.0,0.0
FMR318422601,0.0,1.0,0.0 units
FMR318422501,0.0,1.0,0.0
FMR319422202,0.0,1.0,0.0
FMR319422601,0.0,1.0,0.0
FMR320422303,0.0,1.0,0.0
  FMR318301603  ,0.0,1.0,0.0
FMR318301602,0.0,1.0,0.0
FMR318421501,0.0,,0.0
FMR320421603#@$,0.0,1.0,0.0
FMR318102403,0.0,1.0,0.0
fmr320122502#@$,0.0,1.0,0.0
FMR318720603,0.0,1.0,0.0
FMR319303602,0.0,1.0,
N/A,0.0,1.0,0.0
  Fmr319603101  ,0.0,1.0,0.0
FMR319203202,-1.0,1.0 units,0.0
fmr319221203,0.0,1.0,0.0
FMR320503102,0.0,1.0,0.0
FMR319622203,0.0,1.0,0.0
FMR320202301,0.0,1.0,-1.0
  FMR320621201  ,0.0,1.0,0.0
FMR319902502,0.0,1.0,0.0
FMR318501102,0.0,1.0,0.0
FMR319501201,0.0,1.0,-1.0
FMR320501303,0.0,1.0,0.0
FMR319703401,0.0,1.0 Units,0.0
FMR319402302,0.0,1.0,0.0
FMR318702101,0.0,1.0,0.0
FMR319903101,0.0,1.0,0.0
FMR319903103,0.0,1.0,-1.0
FMR319522501,0.0,1.0,0.0
FMR319522503,0.0,1.0 units,0.0
FMR318521502,0.0,1.0,
FMR319521403,0.0,1.0,0.0 UNITS
FMR320521601,0.0 units,1.0,0.0
FMR320521302,0.0 units,1.0,0.0
FMR320121601,0.0,1.0,0.0 units
FMR320121603,0.0,1.0,0.0
N/A,0.0,1.0,0.0
Fmr320121103,0.0,1.0,0.0
ID_FMR318420102,0.0,1.0,0.0
FMR320420103,0.0,1.0,0.0
FMR319402601,1.0,1.0,1.0
    ,1.0 units,1.0,1.0
FMR318721601,1.0,1.0,1.0
fmr319721602,1.0,1.0,1.0
FMR320721401,1.0,1.0,1.0
Id_Fmr319320501,1.0 units,1.0,1.0
FMR319320403,1.0,1.0,1.0
FMR318503301,1.0,1.0,1.0 units
FMR318503201,1.0,1.0,1.0 units
FMR319503601,1.0,1.0,1.0
FMR320401601,1.0 units,1.0,1.0
FMR320401303,1.0,1.0,1.0
FMR319720203,1.0,1.0,
ID_FMR320902601,1.0,1.0,1.0
FMR318902101,1.0,1.0,1.0
FMR320902401,1.0,1.0 units,1.0
FMR320220203,1.0,1.0,1.0
FMR318220403,-1.0,1.0,1.0
FMR319220403,1.0,1.0,1.0 units
FMR319621403#@$,1.0,1.0,1.0
NULL,1.0,1.0,1.0
Fmr319101603,1.0,1.0,1.0
Fmr320101602,1.0,1.0,1.0
FMR318321602,1.0,1.0,1.0
FMR318203202,1.0,1.0,
FMR319102401#@$,1.0,1.0,1.0
FMR318301203,1.0,1.0,1.0
FMR318201503,1.0,1.0,1.0
Fmr319201502,1.0,1.0,1.0
FMR320201503,1.0 units,1.0,1.0
fmr319420501,1.0,1.0 units,1.0
FMR320121503,1.0 units,,1.0
  FMR319121602  ,1.0,1.0,1.0
ID_FMR320121201#@$,1.0,1.0,1.0
ID_FMR320521301,1.0,1.0,1.0
NULL,1.0,1.0 units,1.0
FMR320421602,1.0,1.0,1.0
FMR318103501,1.0,1.0,1.0 units
ID_FMR320601401,1.0 units,1.0,1.0
FMR319403102,1.0,1.0,1.0
FMR318403403,1.0,1.0,1.0 UNITS
FMR318403503,1.0,1.0,1.0
  FMR319202403  ,1.0,1.0 units,1.0 units
FMR320202402,1.0,1.0,1.0
FMR319303402,1.0,1.0,1.0
FMR320303502,1.0,1.0,1.0
FMR319703602,1.0,1.0,1.0
FMR320703103,1.0,1.0,1.0
FMR319603503,1.0,1.0,1.0
N/A,-1.0,1.0,1.0
FMR320603103,1.0,-1.0,1.0
ID_FMR319103402,1.0,0.0,0.0
FMR319903403,1.0 units,0.0,0.0
NULL,1.0,0.0,0.0
ID_FMR321702602,1.0,0.0,0.0
NULL,1.0,0.0,0.0
FMR320601501,1.0,0.0,0.0
FMR321601403,,0.0,0.0
FMR321601103,1.0 units,0.0,0.0
fmr320301603,1.0,0.0,0.0
FMR319301601,1.0 UNITS,,0.0
FMR319203601,1.0,0.0,0.0
FMR320203303,1.0,0.0,0.0
FMR319621402,,0.0,0.0
FMR319101401,1.0,0.0,0.0
fmr321101601,1.0,0.0,0.0
FMR321102501,1.0,0.0,0.0
FMR320102403,-1.0,0.0,0.0
FMR319102202,1.0,0.0,0.0
FMR319902501,1.0,0.0,0.0
FMR319201603,1.0,0.0,0.0
Fmr319202601,1.0,0.0,0.0
FMR321202601,1.0,0.0,0.0
FMR320202401,1.0,0.0,0.0
FMR319321603,1.0,0.0,
FMR320321503,1.0,0.0,0.0
FMR321321302,1.0,0.0,0.0
FMR321402501,1.0 units,0.0,0.0
Fmr320402503,1.0,0.0,0.0
FMR321720301,1.0,0.0,0.0
FMR319720503,,0.0,0.0
FMR319221202,1.0,0.0,0.0
FMR320221201,1.0,0.0 units,0.0
ID_FMR321221602,1.0,0.0,0.0
  NULL  ,1.0,0.0 units,0.0
FMR320622603,1.0,0.0,0.0
FMR321320503,1.0,0.0,0.0
ID_FMR319320402,1.0,0.0,0.0
ID_FMR321122501,1.0,0.0,0.0
ID_NULL,1.0,0.0,0.0
  FMR319122301  ,1.0,0.0,0.0
FMR319220302,1.0,0.0 units,0.0
fmr321520402,1.0,0.0,0.0
FMR321520201#@$,1.0 units,0.0,-1.0
N/A#@$,1.0,0.0,0.0 units
Fmr319501503,1.0,0.0 units,0.0
FMR321501502,1.0,0.0,-1.0
FMR320501603,1.0,0.0,0.0
FMR319503301#@$,1.0,0.0,0.0
  FMR319603602  ,1.0,0.0,0.0 units
,1.0 units,0.0,0.0
FMR321403601,1.0,0.0,0.0 units
FMR321421501,1.0,0.0,0.0
FMR321303601,1.0,0.0 units,0.0
fmr319522401#@$,1.0,0.0,0.0
FMR321402102,0.0,0.0,0.0
  FMR320203502  ,0.0,0.0,0.0
FMR321201502,0.0,0.0,0.0
FMR319621601,0.0,0.0 units,0.0
FMR320101303#@$,0.0,0.0,0.0
N/A,0.0,0.0,0.0
FMR319103303,0.0 units,0.0,0.0
FMR319103503,0.0,0.0,0.0
  FMR319601202  #@$,0.0,0.0,0.0
Fmr319601603,0.0 units,0.0,0.0
FMR319702202,0.0,0.0,0.0
fmr320702603,0.0,0.0,0.0 units
FMR320521501,,0.0,0.0
FMR321522102,0.0 UNITS,0.0,0.0
FMR320522403,-1.0,-1.0,0.0
FMR321522403,0.0,0.0,0.0
FMR320522602,0.0,0.0,0.0
FMR320422502,0.0,0.0,0.0
FMR321422402,0.0,0.0,0.0
FMR321422601,0.0,0.0,0.0 units
FMR321420501,0.0,0.0,0.0
Fmr321520203,0.0,0.0,
FMR320520102,0.0,0.0,0.0
fmr321520102,0.0,0.0,0.0 units
FMR319520501,0.0 units,0.0,0.0
FMR319520103,0.0 units,0.0,0.0
FMR321421502,0.0,0.0,0.0
Id_Fmr321421302,0.0,0.0,0.0
FMR319421303,-1.0,0.0 units,0.0
FMR321122503#@$,0.0,,-1.0
FMR320122401,0.0,0.0,0.0
#@$,0.0,0.0,0.0
FMR321422602,0.0,1.0,0.0 units
FMR320421203#@$,0.0,1.0,0.0
,0.0,1.0 Units,0.0
#@$,0.0,1.0,0.0
  FMR319720602  ,0.0 units,1.0,0.0
  FMR321320301  ,0.0,1.0 units,0.0
FMR319603402,0.0,1.0,0.0 units
FMR319603201,0.0,1.0,
FMR320721603,,-1.0,0.0
ID_FMR319721401#@$,0.0,1.0,0.0
FMR320321303#@$,0.0 Units,1.0,0.0
FMR320221101,0.0,1.0,0.0 units
FMR319503403,0.0,,0.0
FMR320503201,0.0,1.0 units,0.0
