ORDER_ID,customer.id,order_placement_date
FMR315902302,789902.0,"Sunday, March 13, 2022"
FMR315521302,789521.0,"SUNDAY, MARCH 13, 2022"
Fmr316521601,ID_789521.0,03/13/2022
FMR316202403#@$,ID_789202.0,"Sunday, March 13, 2022"
ID_FMR314401403,789401.0,"  Sunday, March 13, 2022  "
FMR316401302,789401.0,"Sunday, March 13, 2022"
FMR315203302,789203.0,"Sunday, March 13, 2022#@$"
Fmr315301602,ID_789301.0,NULL
FMR316301601,789301.0,"Sunday, March 13, 2022"
N/A#@$,-1.0,"Sunday, March 13, 2022"
  FMR315720301  ,789720.0,
FMR315321301,789321.0,Null
fmr314121301,789121.0 units,"Sunday, March 13, 2022"
Fmr316601501,789601.0,"Sunday, March 13, 2022"
FMR316201301#@$,789201.0,"Sunday, March 13, 2022"
Fmr314402301,789402.0,"Sunday, March 13, 2022"
  FMR314221502  ,789221.0,"Sunday, March 13, 2022"
FMR315221601,id_789221.0,"Sunday, March 13, 2022"
Fmr314202301,-1.0 units,"sunday, march 13, 2022"
FMR314621601,789621.0,"  Sunday, March 13, 2022  #@$"
ID_FMR315621402,ID_789621.0,"  Sunday, March 13, 2022  "
FMR314903301#@$,789903.0,"Sunday, March 13, 2022"
  FMR315903301  ,789903.0,"  Sunday, March 13, 2022  "
FMR315702602,789702.0,03/13/2022
FMR315303301,789303.0,03/13/2022
FMR315403301,789403.0,"Sunday, March 13, 2022"
FMR316902501,789902.0,"Sunday, March 13, 2022"
FMR314422301,789422.0,"Sunday, March 13, 2022"
FMR314303403,789303.0,03/13/2022
FMR315401102,789401.0,"Sunday, March 13, 2022#@$"
,789522.0,"Sunday, March 13, 2022"
FMR315522502,789522.0,"Sunday, March 13, 2022"
ID_FMR314422102,789422.0,"  Sunday, March 13, 2022  "
NULL#@$,789422.0,"Sunday, March 13, 2022"
FMR316503602,789503.0,"  Sunday, March 13, 2022  #@$"
FMR314320303,789320.0 Units,"  Sunday, March 13, 2022  "
FMR314903201,789903.0,"Sunday, March 13, 2022"
  FMR314420102  #@$,789420.0,"Sunday, March 13, 2022"
FMR315420503,789420.0 units,"Sunday, March 13, 2022"
FMR314101102,789101.0,"Sunday, March 13, 2022"
FMR316203603,ID_789203.0,"Sunday, March 13, 2022"
FMR315420502,789420.0,03/13/2022
FMR315201502,789201.0,"Sunday, March 13, 2022"
ID_FMR316621502,789621.0,"Sunday, March 13, 2022"
FMR315520502,ID_789520.0 units,"Sunday, March 13, 2022"
FMR316520502,789520.0,"sunday, march 13, 2022"
    ,789603.0,03/13/2022
  FMR314902502  ,789902.0,"Sunday, March 13, 2022"
FMR314503502,789503.0,"  Sunday, March 13, 2022  "
fmr315503502,789503.0,03/13/2022
ID_  FMR315101502  ,789101.0,"Sunday, March 13, 2022#@$"
Fmr315703503,-1.0,"Sunday, March 13, 2022"
FMR316521502,789521.0,"Sunday, March 13, 2022"
n/a,789403.0 units,03/13/2022
FMR315422403,789422.0,"Sunday, March 13, 2022"
FMR316501501,789501.0,"Sunday, March 13, 2022"
ID_FMR314420403,789420.0,03/13/2022
FMR315420403,789420.0,"sunday, march 13, 2022"
FMR314201403,ID_789201.0,"Sunday, March 13, 2022"
FMR315122403,789122.0,03/13/2022
,789720.0 units,03/13/2022
ID_FMR316720601,ID_789720.0,"SUNDAY, MARCH 13, 2022"
  FMR315702403  #@$,789702.0,"sunday, march 13, 2022"
  Fmr314522403  #@$,789522.0,"SUNDAY, MARCH 13, 2022"
FMR315220403,789220.0 units,"SUNDAY, MARCH 13, 2022"
FMR316622503,789622.0,"Sunday, March 13, 2022"
  NULL  ,789220.0,"sunday, march 13, 2022#@$"
FMR315903503,nan units,"Sunday, March 13, 2022"
N/A,789301.0,"Sunday, March 13, 2022"
FMR314122503,789122.0,03/13/2022
FMR314203503,789203.0,N/A
  FMR315421103  ,789421.0 units,03/13/2022
FMR316903103,,"Sunday, March 13, 2022"
FMR316703103,789703.0,N/A
NULL,789601.0,"Sunday, March 13, 2022"
  FMR315521103  ,789521.0,"Sunday, March 13, 2022"
FMR315522603#@$,789522.0,"Sunday, March 13, 2022"
ID_FMR315122103,789122.0,03/13/2022
FMR314101103,789101.0,"Sunday, March 13, 2022"
N/A,ID_789101.0,03/13/2022
ID_FMR316103103,789103.0 units,"sunday, march 13, 2022"
FMR315721602#@$,,"Sunday, March 13, 2022"
fmr314420103,789420.0,"Sunday, March 13, 2022"
FMR316420601,789420.0,03/13/2022
ID_FMR315422103,id_789422.0 units,"Sunday, March 13, 2022"
Fmr316522601,789522.0,03/13/2022
FMR315320601,789320.0,"Sunday, March 13, 2022"
FMR316422601,789422.0,"  Sunday, March 13, 2022  "
FMR315903601,789903.0,"Sunday, March 13, 2022#@$"
FMR316621601#@$,ID_nan,"  Sunday, March 13, 2022  "
FMR315102601,789102.0,"Sunday, March 13, 2022"
FMR314422402,-1.0,"Sunday, March 13, 2022"
FMR315522402,789522.0,"Sunday, March 13, 2022"
FMR316522402,789522.0,"Sunday, March 13, 2022"
FMR315622402,789622.0,03/13/2022
  Fmr314720603  ,789720.0,"Sunday, March 13, 2022"
FMR315601101,789601.0,"Sunday, March 13, 2022#@$"
Fmr315402401,789402.0,"Sunday, March 13, 2022"
FMR314622602#@$,Id_789622.0,"Sunday, March 13, 2022"
FMR314121401,,"Sunday, March 13, 2022"
FMR315121501,789121.0,"Sunday, March 13, 2022"
FMR316520401,789520.0 units,"Sunday, March 13, 2022"
FMR316301401,789301.0,"sunday, march 13, 2022"
FMR315122401,789122.0,"Sunday, March 13, 2022"
FMR314601401,789601.0,"Sunday, March 13, 2022"
Fmr315201401,789201.0,03/13/2022
FMR314220401,789220.0,"Sunday, March 13, 2022"
,ID_789221.0,"Sunday, March 13, 2022"
FMR315202603,789202.0 units,"Sunday, March 13, 2022#@$"
  FMR314102202  ,789102.0,"Sunday, March 13, 2022#@$"
FMR314501202,-1.0,"Sunday, March 13, 2022"
FMR316622402,789622.0,"Sunday, March 13, 2022"
FMR314122202,ID_789122.0,03/13/2022
FMR314221202,789221.0 units,"SUNDAY, MARCH 13, 2022"
FMR316220202,789220.0,"Sunday, March 13, 2022#@$"
FMR315521202,789521.0,"Sunday, March 13, 2022"
fmr316520202,,"Sunday, March 13, 2022"
FMR314522202#@$,789522.0,"Sunday, March 13, 2022"
FMR315422303,789422.0,"  Sunday, March 13, 2022  "
FMR316420303,-1.0,"Sunday, March 13, 2022"
FMR316122303,789122.0,"Sunday, March 13, 2022"
FMR315202303,789202.0,"Sunday, March 13, 2022"
,789903.0,"Sunday, March 13, 2022"
FMR316321201,789321.0,03/13/2022
FMR314421201,789421.0,
ID_  FMR314721201  ,789721.0 units,"Sunday, March 13, 2022"
FMR315103501,-1.0,N/A
FMR314622201,789622.0,"Sunday, March 13, 2022"
FMR316203501,789203.0,"Sunday, March 13, 2022"
FMR314603501,789603.0 units,"Sunday, March 13, 2022"
N/A,789221.0,"Sunday, March 13, 2022"
fmr316521501,789521.0,03/13/2022
FMR316421501,789421.0,"Sunday, March 13, 2022"
FMR315521602,ID_789521.0 units,03/13/2022
Fmr314321602,789321.0,"Sunday, March 13, 2022"
FMR314221602,,"Sunday, March 13, 2022"
FMR315603602,ID_789603.0,03/13/2022
FMR314421602,789421.0,"Sunday, March 13, 2022"
FMR316720603,789720.0,"Monday, March 14, 2022"
  FMR316221603  ,ID_789221.0 units,"  Monday, March 14, 2022  "
FMR316622103,,"Monday, March 14, 2022"
FMR316220401#@$,789220.0,N/A
ID_FMR317301602,789301.0,"Monday, March 14, 2022"
ID_FMR316902603,789902.0,"monday, march 14, 2022"
FMR317321103#@$,789321.0,"Monday, March 14, 2022"
FMR315403601,789403.0 units,"Monday, March 14, 2022#@$"
FMR316402601,789402.0,"Monday, March 14, 2022"
fmr317402601,789402.0,"Monday, March 14, 2022"
FMR315622602,,03/14/2022
Fmr316303601,789303.0,"Monday, March 14, 2022"
ID_,ID_789121.0,"Monday, March 14, 2022"
ID_FMR317121601,789121.0,"Monday, March 14, 2022"
FMR317320601,789320.0,"Monday, March 14, 2022"
FMR315422601,789422.0,NULL
FMR316503601,789503.0,"monday, march 14, 2022"
FMR315122601,789122.0,"Monday, March 14, 2022"
FMR315321602,789321.0,"Monday, March 14, 2022"
FMR316903601,789903.0,NULL#@$
FMR316401601#@$,789401.0,"Monday, March 14, 2022"
fmr315501601#@$,789501.0,"Monday, March 14, 2022"
FMR316103402,789103.0,"monday, march 14, 2022"
FMR317220603,789220.0,"MONDAY, MARCH 14, 2022"
  NULL  #@$,id_789501.0,"MONDAY, MARCH 14, 2022"
fmr317303603,789303.0,"Monday, March 14, 2022"
FMR316703402,789703.0,"Monday, March 14, 2022"
N/A,789721.0,03/14/2022
,789520.0,"  Monday, March 14, 2022  "
FMR316503402,789503.0,03/14/2022
fmr315422402#@$,789422.0,03/14/2022
ID_FMR316422402,ID_789422.0,03/14/2022
FMR315902402,ID_789902.0,"Monday, March 14, 2022#@$"
Fmr316321402,-1.0,03/14/2022
FMR315421402,789421.0,"Monday, March 14, 2022"
Fmr316421402,789421.0,"monday, march 14, 2022"
  FMR317603201  ,789603.0,"Monday, March 14, 2022"
FMR315121602#@$,789121.0,"Monday, March 14, 2022"
FMR315601301,789601.0,"Monday, March 14, 2022"
FMR317601201,789601.0 UNITS,"monday, march 14, 2022"
FMR316320401,789320.0,"Monday, March 14, 2022"
FMR315402503,789402.0,"Monday, March 14, 2022"
N/A,789902.0,"Monday, March 14, 2022"
FMR315403201,789403.0,"  MONDAY, MARCH 14, 2022  "
,789503.0,"Monday, March 14, 2022"
FMR315703403,-1.0,"Monday, March 14, 2022"
  FMR316220201  ,789220.0,"Monday, March 14, 2022"
  NULL  ,789203.0,"Monday, March 14, 2022"
FMR315522201,789522.0,"Monday, March 14, 2022"
  FMR317703602  ,ID_789703.0,03/14/2022
ID_FMR315721501,789721.0,"Monday, March 14, 2022"
Id_,789522.0,03/14/2022
ID_FMR317401603,789401.0,N/A
FMR315201602,789201.0,"Monday, March 14, 2022"
  FMR317420501  ,789420.0,"Monday, March 14, 2022"
FMR316121501,789121.0,"Monday, March 14, 2022"
FMR316621603,789621.0,"Monday, March 14, 2022"
FMR315101501,789101.0,"Monday, March 14, 2022"
N/A,789101.0,"Monday, March 14, 2022"
N/A,789303.0,"Monday, March 14, 2022"
FMR315521501,ID_789521.0,"Monday, March 14, 2022"
ID_FMR315720501,789720.0,"Monday, March 14, 2022"
FMR316622603,789622.0 units,"Monday, March 14, 2022"
FMR315301501,789301.0,"Monday, March 14, 2022"
N/A,789303.0,NULL
FMR317303602,ID_789303.0,"Monday, March 14, 2022"
  FMR316702602  ,ID_789702.0 units,"Monday, March 14, 2022"
FMR315202602,-1.0,NULL
FMR316720602,ID_789720.0,03/14/2022
FMR317521602,789521.0,"Monday, March 14, 2022"
NULL,789420.0,"MONDAY, MARCH 14, 2022"
FMR315203602,789203.0,"Monday, March 14, 2022"
  FMR316103602  ,,"Monday, March 14, 2022"
FMR315903603,789903.0,03/14/2022
Id_Fmr315601602,789601.0,"Monday, March 14, 2022"
FMR317121602,789121.0,"Monday, March 14, 2022"
FMR315522602,789522.0,
FMR317622602,ID_789622.0,"  Monday, March 14, 2022  "
FMR315101602,789101.0,"Monday, March 14, 2022"
FMR317101602,789101.0,"Monday, March 14, 2022"
FMR316603602,789603.0 units,"  Monday, March 14, 2022  "
  FMR316122602  ,789122.0,"Monday, March 14, 2022"
FMR317521101,789521.0,"Monday, March 14, 2022"
Id_Fmr315320101,789320.0,"Monday, March 14, 2022"
FMR317720101,789720.0,"Monday, March 14, 2022"
FMR317702101,789702.0,"Monday, March 14, 2022"
FMR316102503,789102.0,"MONDAY, MARCH 14, 2022#@$"
FMR315301203,789301.0,"Monday, March 14, 2022"
FMR317520101,,"Monday, March 14, 2022"
FMR316422101,789422.0,"Monday, March 14, 2022"
FMR315603403,789603.0,"Monday, March 14, 2022#@$"
FMR317603401,789603.0,"Monday, March 14, 2022#@$"
FMR317621401,789621.0,"Monday, March 14, 2022"
FMR317102401,789102.0,03/14/2022
FMR316503401,789503.0,
FMR315520401#@$,789520.0,N/A
FMR317522401,789522.0,"monday, march 14, 2022"
FMR316122503,789122.0,03/14/2022
FMR315401401,789401.0,"Monday, March 14, 2022#@$"
FMR315720401,789720.0 units,"Monday, March 14, 2022"
FMR316201401,789201.0,"Monday, March 14, 2022"
FMR317421401,-1.0,  N/A  
  FMR316420401  ,789420.0,    
ID_FMR315221401,789221.0,"Monday, March 14, 2022#@$"
  fmr315403503  ,789403.0,"MONDAY, MARCH 14, 2022"
  FMR317403502  ,789403.0,"Monday, March 14, 2022"
NULL,789220.0,"monday, march 14, 2022"
FMR316403603,789403.0,"Monday, March 14, 2022"
ID_FMR317902603,789902.0,"Monday, March 14, 2022"
FMR317703603,789703.0,"Monday, March 14, 2022#@$"
ID_FMR316321603,789321.0,"  Monday, March 14, 2022  "
ID_FMR315102203,,03/14/2022
FMR317702202,789702.0,"Monday, March 14, 2022"
FMR317122202#@$,789122.0,"Monday, March 14, 2022"
FMR315420202,789420.0,"MONDAY, MARCH 14, 2022"
FMR316301502,789301.0,"Monday, March 14, 2022"
fmr317422302,789422.0,03/14/2022
FMR315621403,789621.0,"Monday, March 14, 2022"
FMR317202202,789202.0,"monday, march 14, 2022#@$"
FMR316121202,789121.0,"Monday, March 14, 2022"
FMR317603303,789603.0,"Monday, March 14, 2022"
FMR315520303,-1.0,"Monday, March 14, 2022"
FMR315702303#@$,789702.0,N/A
FMR317221303,789221.0,"Monday, March 14, 2022"
fmr315121503,Id_789121.0,"Monday, March 14, 2022"
Fmr315101303,789101.0,03/14/2022
FMR316402303,789402.0,"Monday, March 14, 2022"
FMR317903503,,"Monday, March 14, 2022#@$"
,ID_789621.0,"Monday, March 14, 2022"
FMR315103403,789103.0,"  Monday, March 14, 2022  "
FMR315320503,789320.0 units,"MONDAY, MARCH 14, 2022"
FMR316703203,789703.0,"Monday, March 14, 2022"
FMR315721203,789721.0,"  Monday, March 14, 2022  "
N/A,Id_789522.0,"  Monday, March 14, 2022  "
FMR315121203,,"Monday, March 14, 2022"
FMR317221203,789221.0,"Monday, March 14, 2022"
FMR316501203,-1.0,"Monday, March 14, 2022"
FMR316601203,789601.0,"Monday, March 14, 2022"
ID_  FMR317902301  ,789902.0,"Monday, March 14, 2022"
  FMR317421203  ,789421.0,"  Monday, March 14, 2022  "
FMR316621203,789621.0,03/14/2022
Fmr317122302,789122.0,"  Monday, March 14, 2022  "
FMR315401403#@$,789401.0,"Monday, March 14, 2022#@$"
    ,789101.0,03/14/2022
Fmr315601302,ID_-1.0,"  Monday, March 14, 2022  "
FMR315903302,789903.0,"MONDAY, MARCH 14, 2022"
FMR315503302,789503.0,03/14/2022
fmr316422302,,"  Monday, March 14, 2022  "
FMR315420301,789420.0,"Monday, March 14, 2022"
FMR315102301,789102.0,"Monday, March 14, 2022#@$"
FMR315122301,789122.0,"Monday, March 14, 2022"
FMR316122301,789122.0,NULL
Fmr317421301,789421.0,"Monday, March 14, 2022"
FMR317720301,789720.0,"Monday, March 14, 2022"
FMR316520301,789520.0,"Monday, March 14, 2022#@$"
Fmr316220301,789220.0,"Monday, March 14, 2022"
FMR317721102,789721.0,"Monday, March 14, 2022"
FMR317520102,789520.0 units,"  Monday, March 14, 2022  "
FMR317422102,789422.0,"Monday, March 14, 2022"
Fmr317720102,789720.0,"Monday, March 14, 2022"
FMR316321102,789321.0,"Monday, March 14, 2022"
FMR317103403,789103.0,03/14/2022
FMR316702102#@$,,"Monday, March 14, 2022"
FMR317621102,789621.0,"Monday, March 14, 2022"
FMR317102502,789102.0,"Monday, March 14, 2022"
FMR315622502,789622.0,"Monday, March 14, 2022"
FMR316201502,789201.0,"Monday, March 14, 2022"
FMR315301502,789301.0,"Monday, March 14, 2022"
fmr317503502,789503.0,N/A
  FMR315321502  ,789321.0,NULL
FMR316501502,789501.0,"Monday, March 14, 2022#@$"
FMR315421502,789421.0,"MONDAY, MARCH 14, 2022"
n/a,789403.0,"Monday, March 14, 2022"
FMR317520403,789520.0 units,"Monday, March 14, 2022#@$"
FMR317420403,789420.0,"Monday, March 14, 2022#@$"
FMR315503403,789503.0,"Monday, March 14, 2022#@$"
FMR317122403,789122.0,"Monday, March 14, 2022"
FMR315521403,789521.0,"Monday, March 14, 2022"
ID_,ID_789521.0 units,"Monday, March 14, 2022"
FMR317321503,789321.0,"Monday, March 14, 2022"
FMR316421503,789421.0,"Monday, March 14, 2022"
FMR315520503,789520.0 units,"  Monday, March 14, 2022  "
FMR316202503,789202.0,"Monday, March 14, 2022"
FMR315301503,ID_789301.0,"Monday, March 14, 2022"
fmr317203503#@$,789203.0 units,"Monday, March 14, 2022"
FMR317601103,789601.0,"Monday, March 14, 2022#@$"
FMR316621103,,"Monday, March 14, 2022"
FMR315402103#@$,-1.0,"Monday, March 14, 2022"
FMR318601303,789601.0,03/15/2022
FMR317103601,-1.0,"Tuesday, March 15, 2022#@$"
FMR317422401#@$,789422.0,03/15/2022
FMR318422603#@$,789422.0,"Tuesday, March 15, 2022"
Fmr316101603,789101.0,"Tuesday, March 15, 2022#@$"
FMR318320602,-1.0,"  Tuesday, March 15, 2022  #@$"
FMR317703601,,"Tuesday, March 15, 2022"
FMR316521203,789521.0,"Tuesday, March 15, 2022"
#@$,789522.0,"Tuesday, March 15, 2022"
Fmr316202203,789202.0,"Tuesday, March 15, 2022"
FMR317202502,789202.0,"Tuesday, March 15, 2022#@$"
FMR317503203,789503.0,"Tuesday, March 15, 2022"
FMR318503603,789503.0,03/15/2022
FMR317720503,789720.0,"Tuesday, March 15, 2022"
FMR318720601,789720.0,"Tuesday, March 15, 2022"
ID_FMR318303401,789303.0,"Tuesday, March 15, 2022"
ID_FMR317201603#@$,789201.0,"Tuesday, March 15, 2022"
FMR317321203,789321.0,"Tuesday, March 15, 2022"
FMR318501603,789501.0,"Tuesday, March 15, 2022"
FMR316622502,789622.0,#@$
FMR316122603,789122.0,03/15/2022
FMR317122203,789122.0,03/15/2022
FMR318402603,789402.0,"Tuesday, March 15, 2022"
FMR318520602#@$,789520.0,"Tuesday, March 15, 2022"
  FMR316102302  ,789102.0,03/15/2022
FMR318702501,,"TUESDAY, MARCH 15, 2022"
FMR316320302,789320.0,03/15/2022
FMR316621302,789621.0,NULL
FMR317501302,789501.0,NULL
FMR317221302,789221.0,"Tuesday, March 15, 2022"
NULL,789420.0,NULL
FMR317303501,789303.0,"tuesday, march 15, 2022"
  FMR318202601  ,789202.0,"Tuesday, March 15, 2022"
FMR316703302,,03/15/2022
FMR318703302,789703.0,"Tuesday, March 15, 2022#@$"
FMR317101302,789101.0,"Tuesday, March 15, 2022"
FMR318101303#@$,789101.0,"Tuesday, March 15, 2022"
FMR316203502,-1.0,"Tuesday, March 15, 2022"
ID_    ,ID_nan,
FMR316601602#@$,789601.0,N/A
NULL,789601.0,"Tuesday, March 15, 2022"
FMR316121302,ID_789121.0,03/15/2022
FMR318121503,789121.0,03/15/2022
FMR318903401,789903.0,N/A#@$
FMR317721502,789721.0,03/15/2022
FMR318102602,ID_789102.0,"tuesday, march 15, 2022"
FMR318321501#@$,789321.0,"Tuesday, March 15, 2022"
FMR318203301,ID_789203.0,03/15/2022
FMR317521603,ID_789521.0,"Tuesday, March 15, 2022"
FMR317621303,789621.0,"Tuesday, March 15, 2022"
FMR318220503,ID_789220.0,"Tuesday, March 15, 2022"
FMR316403402,ID_789403.0,03/15/2022
FMR318902501,789902.0,"Tuesday, March 15, 2022"
FMR318721102,789721.0,"Tuesday, March 15, 2022#@$"
FMR316121102,789121.0,
FMR316522401,789522.0,"Tuesday, March 15, 2022"
FMR318522502,789522.0,N/A
FMR318422102,-1.0,03/15/2022
FMR316902202,789902.0,"Tuesday, March 15, 2022"
FMR317503403,789503.0,"Tuesday, March 15, 2022"
,ID_789501.0,"Tuesday, March 15, 2022"
FMR317301503,789301.0,"  Tuesday, March 15, 2022  #@$"
FMR317420601,789420.0,"  TUESDAY, MARCH 15, 2022  #@$"
FMR317703102,ID_789703.0,"Tuesday, March 15, 2022"
FMR317603602,789603.0,03/15/2022
FMR317420603,789420.0,03/15/2022
FMR316320602#@$,789320.0,03/15/2022
FMR318220502,789220.0,"Tuesday, March 15, 2022"
FMR318621502,789621.0,"  Tuesday, March 15, 2022  "
FMR317902502,ID_789902.0,"Tuesday, March 15, 2022"
  fmr318902601  ,789902.0,"  Tuesday, March 15, 2022  "
FMR316503603,789503.0,"Tuesday, March 15, 2022"
FMR318720502,789720.0 units,"  Tuesday, March 15, 2022  "
FMR317702502,789702.0,NULL
NULL,789303.0,"  Tuesday, March 15, 2022  #@$"
  FMR316321502  ,789321.0,"Tuesday, March 15, 2022"
ID_  FMR316203403  ,789203.0,"Tuesday, March 15, 2022"
  FMR317603403  ,ID_789603.0,"Tuesday, March 15, 2022"
FMR318603403,789603.0,"Tuesday, March 15, 2022"
FMR318221403,789221.0,"Tuesday, March 15, 2022#@$"
FMR318721603,789721.0,"Tuesday, March 15, 2022"
ID_FMR316122403,789122.0,"  Tuesday, March 15, 2022  "
FMR316521403,789521.0,"TUESDAY, MARCH 15, 2022"
FMR316301403,789301.0,"Tuesday, March 15, 2022"
ID_FMR318301601,789301.0,"Tuesday, March 15, 2022"
ID_FMR317220501,789220.0,"tuesday, march 15, 2022"
FMR318622503,ID_789622.0,"Tuesday, March 15, 2022"
FMR318103503,ID_789103.0,"Tuesday, March 15, 2022"
FMR317401503,789401.0,"Tuesday, March 15, 2022"
FMR317421503,789421.0 units,
FMR316201503,ID_789201.0,"Tuesday, March 15, 2022#@$"
NULL,789102.0,"tuesday, march 15, 2022#@$"
FMR317522503,789522.0,
FMR318522503,ID_789522.0,"  Tuesday, March 15, 2022  #@$"
FMR316303503,789303.0,"Tuesday, March 15, 2022"
FMR318303503,789303.0,N/A
FMR317122503,,"  Tuesday, March 15, 2022  "
  FMR316421103  ,ID_789421.0,"Tuesday, March 15, 2022"
Fmr317403103,789403.0,"Tuesday, March 15, 2022#@$"
,789520.0 units,"  tuesday, march 15, 2022  "
FMR316320601,789320.0,"Tuesday, March 15, 2022"
FMR317402602,,"Tuesday, March 15, 2022"
null,789121.0,"TUESDAY, MARCH 15, 2022"
FMR318522103,-1.0 UNITS,"Tuesday, March 15, 2022"
FMR317503103#@$,789503.0,03/15/2022
FMR316122103,-1.0,"Tuesday, March 15, 2022"
FMR317401103,789401.0,"Tuesday, March 15, 2022"
ID_FMR317721103,789721.0,"TUESDAY, MARCH 15, 2022"
FMR318420103,ID_789420.0,"  Tuesday, March 15, 2022  "
fmr317422103,789422.0,"Tuesday, March 15, 2022#@$"
Fmr316702601,789702.0,"Tuesday, March 15, 2022"
FMR318521601,789521.0 units,"  Tuesday, March 15, 2022  "
FMR318103603,ID_789103.0,03/15/2022
FMR316721603,789721.0,"Tuesday, March 15, 2022"
NULL,ID_789121.0,"Tuesday, March 15, 2022"
FMR316101601,789101.0,"Tuesday, March 15, 2022"
FMR317422601,789422.0 units,03/15/2022
FMR317122601,789122.0,"  Tuesday, March 15, 2022  "
FMR318122601#@$,789122.0,"Tuesday, March 15, 2022"
FMR317102603,789102.0,"Tuesday, March 15, 2022"
FMR317721402,789721.0,NULL
Fmr317522402,789522.0,"Tuesday, March 15, 2022"
FMR317121402,789121.0,"Tuesday, March 15, 2022"
FMR316221402,789221.0,03/15/2022
FMR317421402,789421.0,"Tuesday, March 15, 2022"
  fmr316202603  ,ID_nan units,"Tuesday, March 15, 2022"
FMR317121501,789121.0,NULL
ID_FMR317122201,789122.0,"Tuesday, March 15, 2022"
  FMR316420201  ,ID_789420.0,"Tuesday, March 15, 2022"
  FMR318521303  ,789521.0,"Tuesday, March 15, 2022"
FMR318402201,789402.0,"Tuesday, March 15, 2022"
FMR316103201,789103.0,"TUESDAY, MARCH 15, 2022"
FMR316422201,789422.0,"Tuesday, March 15, 2022"
NULL,789720.0,"Tuesday, March 15, 2022"
FMR318520501,789520.0,"Tuesday, March 15, 2022"
FMR317321501,ID_789321.0,"Tuesday, March 15, 2022"
FMR318420501,789420.0,"tuesday, march 15, 2022"
FMR317621501,789621.0,"Tuesday, March 15, 2022"
ID_FMR316221501,789221.0,"  Tuesday, March 15, 2022  "
FMR317102501,789102.0 units,"Tuesday, March 15, 2022"
FMR317521501,789521.0,03/15/2022
FMR316402501,789402.0,"Tuesday, March 15, 2022"
FMR316102602,,"tuesday, march 15, 2022"
FMR316621602,ID_789621.0,"Tuesday, March 15, 2022"
FMR318621602,ID_789621.0,"Tuesday, March 15, 2022"
FMR316401602,789401.0,"Tuesday, March 15, 2022"
FMR318402602,789402.0,    
  FMR317520602  ,789520.0,"  Tuesday, March 15, 2022  "
FMR318622602,789622.0,"Tuesday, March 15, 2022"
FMR316303101,789303.0,"Tuesday, March 15, 2022"
ID_FMR317203101,ID_789203.0,
FMR318221101,789221.0,"Tuesday, March 15, 2022"
  Fmr316122101  ,789122.0,"  Tuesday, March 15, 2022  "
FMR318122101,789122.0,"Tuesday, March 15, 2022"
Id_Fmr318403303,789403.0,03/15/2022
FMR317622603,789622.0,"Tuesday, March 15, 2022"
ID_FMR318102401,789102.0,"Tuesday, March 15, 2022"
FMR316422401,789422.0,"Tuesday, March 15, 2022"
FMR318601401,789601.0,"Tuesday, March 15, 2022"
FMR318421401,789421.0,"  Tuesday, March 15, 2022  "
FMR316401603,789401.0,"Tuesday, March 15, 2022"
FMR318421603,789421.0,"Tuesday, March 15, 2022"
FMR316903603,789903.0,"Tuesday, March 15, 2022"
fmr318321603#@$,789321.0,"Tuesday, March 15, 2022"
FMR318202603,789202.0,"TUESDAY, MARCH 15, 2022"
FMR318422202,ID_789422.0,"Tuesday, March 15, 2022"
FMR317421303,789421.0,"TUESDAY, MARCH 15, 2022"
FMR317203202,789203.0,03/15/2022
FMR317522202,789522.0,"Tuesday, March 15, 2022"
id_fmr316603303,789603.0,"Tuesday, March 15, 2022"
N/A,789720.0,"Tuesday, March 15, 2022"
NULL,789520.0,03/15/2022
,789221.0,"  Tuesday, March 15, 2022  "
FMR316121303,nan units,"Tuesday, March 15, 2022"
NULL,789521.0,"Tuesday, March 15, 2022"
N/A#@$,-1.0,03/16/2022
FMR318603203,ID_nan,"Wednesday, March 16, 2022"
FMR319603403,789603.0,"  Wednesday, March 16, 2022  "
ID_FMR318101601,789101.0 units,"Wednesday, March 16, 2022#@$"
fmr317401302,789401.0,03/16/2022
FMR317203603,789203.0 units,"  Wednesday, March 16, 2022  "
fmr318220203,789220.0 units,"Wednesday, March 16, 2022"
  fmr317721503  ,789721.0,"Wednesday, March 16, 2022"
  FMR319721501  #@$,789721.0,"Wednesday, March 16, 2022"
Fmr319503402,789503.0,"Wednesday, March 16, 2022"
FMR319121203,789121.0,"WEDNESDAY, MARCH 16, 2022"
FMR319201402#@$,-1.0,"  Wednesday, March 16, 2022  "
  FMR319321203  #@$,789321.0,N/A
FMR317501603#@$,ID_789501.0,03/16/2022
FMR319501603,789501.0,"Wednesday, March 16, 2022"
FMR317622601,789622.0,03/16/2022
FMR318421203,789421.0,"Wednesday, March 16, 2022"
FMR319102603,789102.0,"Wednesday, March 16, 2022"
FMR319702302,ID_789702.0,"Wednesday, March 16, 2022"
FMR317320603,789320.0,"Wednesday, March 16, 2022"
FMR318721602,789721.0,"Wednesday, March 16, 2022"
,789621.0,"Wednesday, March 16, 2022"
,789902.0,"Wednesday, March 16, 2022"
NULL,789521.0,"Wednesday, March 16, 2022"
,789202.0,03/16/2022
  FMR319203603  ,id_789203.0,    
FMR319522302,789522.0,"Wednesday, March 16, 2022"
FMR319121302,789121.0,"Wednesday, March 16, 2022"
ID_FMR317503601,789503.0,NULL
